,date_block_num,item_price,item_price_lag_1,item_cnt_day_lag_1,item_price_lag_2,item_cnt_day_lag_2,item_price_lag_3,item_cnt_day_lag_3,item_price_lag_4,item_cnt_day_lag_4,month,is_NewYear,group,item_cnt_day
1577612,33,1799.0,1299.0,1.0,1299.0,2.0,1299.0,4.0,2599.0,1.0,10,0,2.5639084898763547,1.0
1577613,33,249.0,249.0,1.0,249.0,3.0,249.0,4.0,249.0,3.0,10,0,3.5918007610261715,4.0
1577614,33,3598.0,3598.0,2.0,4499.0,3.0,4499.0,1.0,4499.0,7.0,10,0,2.5639084898763547,3.0
1577615,33,1299.0,1299.0,1.0,1299.0,2.0,1299.0,1.0,1299.0,1.0,10,0,2.5639084898763547,1.0
1577616,33,698.0,698.0,1.0,698.0,1.0,698.0,1.0,698.0,1.0,10,0,2.5639084898763547,1.0
1577617,33,28.0,28.0,4.0,28.0,2.0,548.7,2.0,548.7,2.0,10,0,3.5918007610261715,2.0
1577618,33,399.0,399.0,1.0,399.0,5.0,399.0,1.0,399.0,2.0,10,0,3.5918007610261715,2.0
1577619,33,499.0,499.0,1.0,499.0,2.0,499.0,3.0,499.0,3.0,10,0,3.5918007610261715,4.0
1577620,33,799.0,799.0,1.0,799.0,3.0,799.0,5.0,799.0,1.0,10,0,3.5918007610261715,3.0
1577621,33,2999.0,2999.0,1.0,2999.0,1.0,3499.0,1.0,3499.0,1.0,10,0,2.5639084898763547,1.0
1577622,33,2599.0,2599.0,1.0,2499.0,1.0,2999.0,2.0,2999.0,1.0,10,0,2.5639084898763547,2.0
1577623,33,1198.0,1198.0,1.0,1198.0,1.0,1198.0,1.0,1498.0,3.0,10,0,3.5918007610261715,1.0
1577624,33,799.0,799.0,2.0,799.0,3.0,799.0,4.0,799.0,2.0,10,0,3.5918007610261715,1.0
1577625,33,198.0,999.0,1.0,949.0,4.0,949.0,4.0,949.0,4.0,10,0,3.5918007610261715,1.0
1577626,33,1299.0,675.5,4.0,1299.0,1.0,1299.0,1.0,1299.0,1.0,10,0,2.5639084898763547,1.0
1577627,33,499.0,599.5,1.0,719.52,1.0,1199.0,1.0,1799.0,1.0,10,0,3.5918007610261715,2.0
1577628,33,499.0,999.5,1.0,999.5,2.0,3499.0,1.0,3499.0,1.0,10,0,2.5639084898763547,5.0
1577629,33,499.0,1052.13,1.0,999.5,2.0,1499.0,1.0,1499.0,2.0,10,0,2.5639084898763547,2.0
1577630,33,599.0,299.5,2.0,599.0,1.0,299.0,1.0,571.0,2.0,10,0,3.5918007610261715,1.0
1577631,33,248.0,299.5,1.0,300.0,1.0,299.5,1.0,599.0,1.0,10,0,3.5918007610261715,1.0
1577632,33,98.0,98.0,1.0,98.0,1.0,149.0,2.0,199.0,10.0,10,0,3.5918007610261715,1.0
1577633,33,4499.0,4499.0,3.0,4499.0,3.0,4499.0,3.0,4499.0,3.0,10,0,2.5639084898763547,3.0
1577634,33,5499.0,5499.0,6.0,5499.0,6.0,5499.0,6.0,5499.0,6.0,10,0,2.5639084898763547,1.0
1577635,33,499.0,499.0,2.0,499.0,1.0,499.0,1.0,499.0,1.0,10,0,2.5639084898763547,1.0
1577636,33,1499.0,1499.0,1.0,1499.0,4.0,1499.0,1.0,1499.0,2.0,10,0,3.5918007610261715,1.0
1577637,33,1499.0,1499.0,2.0,1499.0,3.0,1499.0,1.0,1499.0,1.0,10,0,3.5918007610261715,2.0
1577638,33,999.0,999.0,1.0,999.0,1.0,999.0,1.0,686.83,1.0,10,0,2.5639084898763547,2.0
1577639,33,209.3,209.3,1.0,299.0,1.0,299.0,2.0,299.0,1.0,10,0,2.5639084898763547,2.0
1577640,33,1259.3,1259.3,1.0,1799.0,1.0,1799.0,2.0,1799.0,2.0,10,0,2.5639084898763547,14.0
1577641,33,698.7,999.0,1.0,999.0,1.0,999.0,1.0,999.0,1.0,10,0,2.5639084898763547,5.0
1577642,33,699.3,999.0,1.0,999.0,1.0,999.0,1.0,999.0,1.0,10,0,2.5639084898763547,1.0
1577643,33,699.3,699.3,1.0,699.3,1.0,699.3,1.0,699.3,1.0,10,0,2.5639084898763547,1.0
1577644,33,699.3,999.0,1.0,999.0,1.0,999.0,2.0,849.0,2.0,10,0,2.5639084898763547,1.0
1577645,33,2448.7,2448.7,2.0,3499.0,1.0,3499.0,2.0,3499.0,1.0,10,0,2.5639084898763547,2.0
1577646,33,699.3,999.0,1.0,999.0,1.0,999.0,1.0,999.0,1.0,10,0,2.5639084898763547,1.0
1577647,33,1399.0,999.0,2.0,999.0,1.0,999.0,2.0,999.0,2.0,10,0,2.5639084898763547,2.0
1577648,33,932.67,1399.0,1.0,1199.0,1.0,1199.0,1.0,1199.0,1.0,10,0,2.5639084898763547,2.0
1577649,33,449.0,449.0,1.0,449.0,2.0,449.0,1.0,449.0,1.0,10,0,2.5639084898763547,1.0
1577650,33,932.67,1399.0,1.0,1399.0,1.0,1399.0,1.0,1399.0,1.0,10,0,2.5639084898763547,1.0
1577651,33,1399.0,1199.0,1.0,666.0,1.0,666.0,1.0,666.0,1.0,10,0,2.5639084898763547,1.0
1577652,33,1399.0,799.33,2.0,698.0,1.0,899.0,1.0,899.0,1.0,10,0,2.5639084898763547,1.0
1577653,33,1399.0,666.0,1.0,666.0,1.0,666.0,1.0,666.0,1.0,10,0,2.5639084898763547,1.0
1577654,33,932.67,899.0,1.0,899.0,2.0,899.0,1.0,899.0,1.0,10,0,2.5639084898763547,1.0
1577655,33,1798.0,1798.0,1.0,2199.0,2.0,2199.0,2.0,2199.0,2.0,10,0,2.5639084898763547,1.0
1577656,33,3999.0,3999.0,1.0,3999.0,1.0,3999.0,1.0,3999.0,1.0,10,0,2.5639084898763547,1.0
1577657,33,1199.0,1199.0,3.0,1199.0,1.0,1199.0,1.0,1199.0,2.0,10,0,2.5639084898763547,1.0
1577658,33,248.0,699.0,1.0,699.0,1.0,699.0,1.0,699.0,1.0,10,0,3.5918007610261715,1.0
1577659,33,599.0,1499.0,1.0,1499.0,5.0,1499.0,5.0,1499.0,5.0,10,0,3.5918007610261715,2.0
1577660,33,1499.0,749.0,7.0,749.0,11.0,1499.0,14.0,1299.0,7.0,10,0,2.5639084898763547,4.0
1577661,33,1499.0,749.0,4.0,749.0,11.0,1499.0,3.0,1299.0,8.0,10,0,2.5639084898763547,2.0
1577662,33,2999.0,2499.0,11.0,2499.0,11.0,2499.0,11.0,2499.0,11.0,10,0,2.5639084898763547,8.0
1577663,33,3999.0,3999.0,38.0,3999.0,38.0,3999.0,38.0,3999.0,38.0,10,0,2.5639084898763547,4.0
1577664,33,2999.0,2499.0,8.0,2499.0,8.0,2499.0,8.0,2499.0,8.0,10,0,2.5639084898763547,6.0
1577665,33,3999.0,3499.0,6.0,3499.0,6.0,3499.0,6.0,3499.0,6.0,10,0,2.5639084898763547,3.0
1577666,33,1199.0,1199.0,1.0,799.0,1.0,799.0,1.0,799.0,1.0,10,0,2.5639084898763547,1.0
1577667,33,999.0,499.5,1.0,500.0,5.0,999.0,2.0,1399.0,2.0,10,0,2.5639084898763547,1.0
1577668,33,1799.0,899.5,4.0,899.5,4.0,899.5,4.0,899.5,4.0,10,0,2.5639084898763547,2.0
1577669,33,1199.0,1199.0,1.0,1199.0,1.0,899.0,1.0,1299.0,3.0,10,0,3.5918007610261715,2.0
1577670,33,1699.0,873.79,8.0,849.5,8.0,1699.0,10.0,1499.0,3.0,10,0,2.5639084898763547,3.0
1577671,33,1999.0,999.5,6.0,999.5,6.0,1749.0,2.0,3499.0,1.0,10,0,2.5639084898763547,2.0
1577672,33,1999.0,1999.0,1.0,999.5,2.0,1499.0,1.0,1499.0,1.0,10,0,2.5639084898763547,1.0
1577673,33,1499.0,1499.0,1.0,1499.0,1.0,1499.0,1.0,1499.0,1.0,10,0,2.5639084898763547,1.0
1577674,33,1499.0,1499.0,1.0,1499.0,2.0,1499.0,2.0,1499.0,2.0,10,0,2.5639084898763547,2.0
1577675,33,58.0,148.0,1.0,599.0,2.0,599.0,2.0,599.0,2.0,10,0,3.5918007610261715,1.0
1577676,33,1149.0,1149.0,1.0,1149.0,1.0,1149.0,1.0,1149.0,1.0,10,0,1.379644165358451,1.0
1577677,33,1299.0,649.5,3.0,1299.0,3.0,649.5,2.0,1299.0,1.0,10,0,2.5639084898763547,1.0
1577678,33,2299.0,2299.0,1.0,2299.0,6.0,2299.0,12.0,2299.0,12.0,10,0,2.5639084898763547,1.0
1577679,33,1299.0,1299.0,1.0,1299.0,2.0,1299.0,1.0,1299.0,1.0,10,0,2.5639084898763547,1.0
1577680,33,1199.0,1198.5,2.0,899.0,1.0,899.0,4.0,899.0,1.0,10,0,2.5639084898763547,2.0
1577681,33,2199.0,2399.0,6.0,1999.0,15.0,1999.0,6.0,1999.0,12.0,10,0,3.5918007610261715,1.0
1577682,33,3399.0,3399.0,2.0,3399.0,3.0,3399.0,3.0,3399.0,2.0,10,0,2.5639084898763547,1.0
1577683,33,3399.0,3399.0,1.0,3399.0,1.0,3399.0,1.0,3399.0,2.0,10,0,2.5639084898763547,1.0
1577684,33,7599.0,7599.0,2.0,7599.0,2.0,7599.0,2.0,7599.0,2.0,10,0,2.5639084898763547,2.0
1577685,33,2199.0,2199.0,3.0,1382.39,2.0,2199.0,1.0,2199.0,1.0,10,0,2.5639084898763547,2.0
1577686,33,3599.0,3599.0,1.0,3599.0,1.0,3599.0,1.0,3599.0,1.0,10,0,2.5639084898763547,1.0
1577687,33,12999.0,12999.0,2.0,12999.0,2.0,12999.0,2.0,12999.0,2.0,10,0,2.5639084898763547,2.0
1577688,33,1199.0,1199.0,1.0,1199.0,1.0,1199.0,2.0,899.0,3.0,10,0,2.5639084898763547,1.0
1577689,33,999.0,999.0,1.0,999.0,1.0,999.0,1.0,1999.0,1.0,10,0,2.5639084898763547,1.0
1577690,33,699.0,699.0,1.0,699.0,1.0,699.0,1.0,899.0,1.0,10,0,2.5639084898763547,17.0
1577691,33,299.0,299.0,1.0,299.0,1.0,299.0,1.0,299.0,1.0,10,0,2.5639084898763547,6.0
1577692,33,1699.0,849.5,2.0,1999.0,2.0,1999.0,2.0,1999.0,2.0,10,0,2.5639084898763547,1.0
1577693,33,2999.0,2999.0,1.0,2999.0,1.0,2999.0,1.0,2999.0,1.0,10,0,2.5639084898763547,1.0
1577694,33,449.0,499.0,2.0,499.0,2.0,499.0,2.0,499.0,2.0,10,0,1.741760537963262,1.0
1577695,33,1299.0,1299.0,1.0,649.0,3.0,1299.0,1.0,1299.0,1.0,10,0,2.5639084898763547,1.0
1577696,33,1299.0,1299.0,1.0,787.36,2.0,649.5,3.0,816.61,2.0,10,0,2.5639084898763547,1.0
1577697,33,1999.0,1211.64,1.0,1999.0,2.0,1999.0,0.0,899.52,1.0,10,0,2.5639084898763547,1.0
1577698,33,1599.0,799.5,3.0,1221.14,2.0,1599.0,1.0,799.5,2.0,10,0,2.5639084898763547,2.0
1577699,33,2899.0,2899.0,1.0,2899.0,1.0,2899.0,1.0,2899.0,2.0,10,0,2.5639084898763547,1.0
1577700,33,1399.0,1399.0,1.0,1399.0,2.0,1399.0,2.0,1399.0,2.0,10,0,2.5639084898763547,1.0
1577701,33,399.0,399.0,1.0,399.0,5.0,399.0,2.0,399.0,1.0,10,0,3.5918007610261715,3.0
1577702,33,998.0,1799.0,1.0,1799.0,1.0,1799.0,1.0,1799.0,1.0,10,0,2.5639084898763547,1.0
1577703,33,2199.0,2199.0,1.0,2199.0,2.0,2199.0,3.0,2199.0,3.0,10,0,2.5639084898763547,1.0
1577704,33,932.66,1399.0,1.0,1399.0,1.0,1399.0,1.0,1399.0,1.0,10,0,2.5639084898763547,2.0
1577705,33,599.0,599.0,2.0,599.0,3.0,599.0,3.0,599.0,8.0,10,0,3.5918007610261715,1.0
1577706,33,2599.0,2599.0,1.0,2599.0,3.0,2599.0,3.0,2599.0,3.0,10,0,2.5639084898763547,5.0
1577707,33,2999.0,2999.0,2.0,2999.0,3.0,2999.0,2.0,2999.0,2.0,10,0,2.5639084898763547,1.0
1577708,33,498.0,498.0,1.0,599.0,1.0,599.0,2.0,599.0,2.0,10,0,3.5918007610261715,1.0
1577709,33,1199.0,1199.0,3.0,1199.0,3.0,2099.0,1.0,2099.0,1.0,10,0,2.5639084898763547,1.0
1577710,33,1199.0,1199.0,2.0,1199.0,3.0,1199.0,2.0,2299.0,1.0,10,0,2.5639084898763547,3.0
1577711,33,398.0,398.0,1.0,699.0,1.0,699.0,3.0,699.0,9.0,10,0,3.5918007610261715,1.0
1577712,33,999.0,999.0,19.0,999.0,19.0,999.0,19.0,999.0,19.0,10,0,3.5918007610261715,4.0
1577713,33,3599.0,3599.0,21.0,3599.0,21.0,3599.0,21.0,3599.0,21.0,10,0,2.5639084898763547,1.0
1577714,33,99.0,99.0,4.0,99.0,1.0,99.0,3.0,99.0,2.0,10,0,3.5918007610261715,2.0
1577715,33,1399.0,1399.0,10.0,1399.0,10.0,1399.0,10.0,1399.0,10.0,10,0,3.5918007610261715,2.0
1577716,33,4699.0,4699.0,15.0,4699.0,15.0,4699.0,15.0,4699.0,15.0,10,0,2.5639084898763547,3.0
1577717,33,3999.0,3999.0,1.0,3999.0,1.0,3999.0,1.0,3999.0,1.0,10,0,2.5639084898763547,1.0
1577718,33,9999.0,9999.0,3.0,9999.0,3.0,9999.0,3.0,9999.0,3.0,10,0,2.5639084898763547,1.0
1577719,33,1499.0,1499.0,1.0,1499.0,4.0,1199.0,2.0,1199.0,1.0,10,0,2.5639084898763547,1.0
1577720,33,1299.0,1299.0,2.0,649.0,3.0,1299.0,1.0,1299.0,3.0,10,0,2.5639084898763547,3.0
1577721,33,1299.0,1299.0,0.0,499.5,2.0,999.0,1.0,999.0,2.0,10,0,2.5639084898763547,1.0
1577722,33,1499.0,1499.0,1.0,1499.0,3.0,1199.0,6.0,1199.0,5.0,10,0,2.5639084898763547,1.0
1577723,33,999.0,999.0,2.0,999.0,3.0,999.0,1.0,999.0,4.0,10,0,3.5918007610261715,2.0
1577724,33,1999.0,2999.0,1.0,2999.0,1.0,2999.0,1.0,2999.0,1.0,10,0,2.5639084898763547,1.0
1577725,33,3999.0,3999.0,2.0,3999.0,2.0,3999.0,2.0,3999.0,2.0,10,0,2.5639084898763547,2.0
1577726,33,1598.0,1598.0,1.0,1598.0,1.0,1598.0,1.0,1598.0,1.0,10,0,2.5639084898763547,1.0
1577727,33,1199.0,599.0,2.0,599.5,3.0,599.5,3.0,599.5,3.0,10,0,2.5639084898763547,1.0
1577728,33,1199.0,599.0,4.0,599.0,4.0,1199.0,3.0,599.0,3.0,10,0,2.5639084898763547,2.0
1577729,33,3490.0,3490.0,1.0,3490.0,2.0,3490.0,1.0,3490.0,1.0,10,0,2.44393361374678,1.0
1577730,33,5690.0,5990.0,1.0,5990.0,1.0,5990.0,1.0,5990.0,1.0,10,0,2.271916234841605,1.0
1577731,33,849.0,849.0,1.0,899.0,1.0,899.0,1.0,899.0,1.0,10,0,2.271916234841605,1.0
1577732,33,399.0,399.0,1.0,399.0,1.0,399.0,1.0,399.0,1.0,10,0,2.271916234841605,1.0
1577733,33,1990.0,1990.0,1.0,1990.0,2.0,2090.0,2.0,2090.0,1.0,10,0,2.271916234841605,1.0
1577734,33,3490.0,3590.0,3.0,3590.0,1.0,3790.0,1.0,3490.0,1.0,10,0,2.271916234841605,1.0
1577735,33,3490.0,3590.0,1.0,3590.0,3.0,3490.0,1.0,3490.0,1.0,10,0,2.271916234841605,2.0
1577736,33,249.0,249.0,13.0,249.0,7.0,249.0,7.0,249.0,7.0,10,0,2.271916234841605,6.0
1577737,33,98.0,199.0,1.0,199.0,1.0,199.0,1.0,199.0,2.0,10,0,3.5918007610261715,1.0
1577738,33,3199.0,3199.0,1.0,3199.0,1.0,3199.0,1.0,3199.0,1.0,10,0,5.095985081175955,1.0
1577739,33,1099.0,1099.0,1.0,1099.0,3.0,1099.0,2.0,1099.0,5.0,10,0,5.095985081175955,1.0
1577740,33,1149.0,1149.0,4.0,1149.0,4.0,1149.0,5.0,1149.0,3.0,10,0,5.095985081175955,2.0
1577741,33,2799.0,2799.0,3.0,2799.0,1.0,2799.0,3.0,2799.0,3.0,10,0,5.095985081175955,1.0
1577742,33,549.0,549.0,2.0,549.0,2.0,549.0,2.0,549.0,2.0,10,0,2.563286538661234,1.0
1577743,33,299.0,299.0,1.0,299.0,2.0,299.0,1.0,499.0,2.0,10,0,2.563286538661234,1.0
1577744,33,599.0,599.0,1.0,599.0,1.0,599.0,1.0,599.0,1.0,10,0,2.563286538661234,1.0
1577745,33,1399.0,1399.0,1.0,1399.0,1.0,1399.0,1.0,1399.0,1.0,10,0,2.563286538661234,1.0
1577746,33,3199.0,3199.0,1.0,3199.0,1.0,3199.0,1.0,3199.0,1.0,10,0,2.5639084898763547,1.0
1577747,33,3799.0,3799.0,1.0,3799.0,1.0,3799.0,1.0,3799.0,1.0,10,0,2.5639084898763547,1.0
1577748,33,2499.0,3199.0,1.0,3199.0,1.0,3199.0,1.0,3199.0,1.0,10,0,2.5639084898763547,1.0
1577749,33,799.0,1198.5,1.0,1199.0,3.0,1199.0,3.0,1199.0,3.0,10,0,3.5918007610261715,1.0
1577750,33,1199.0,599.5,3.0,599.0,1.0,1999.0,1.0,1999.0,4.0,10,0,2.5639084898763547,1.0
1577751,33,1199.0,599.5,3.0,1199.0,2.0,1199.0,2.0,1199.0,1.0,10,0,2.5639084898763547,1.0
1577752,33,999.0,499.0,4.0,999.0,1.0,999.0,1.0,999.0,3.0,10,0,2.5639084898763547,1.0
1577753,33,498.0,498.0,1.0,498.0,1.0,498.0,1.0,498.0,1.0,10,0,3.5918007610261715,1.0
1577754,33,499.0,499.0,1.0,499.0,3.0,499.0,2.0,499.0,1.0,10,0,3.5918007610261715,1.0
1577755,33,799.0,799.0,1.0,799.0,1.0,799.0,1.0,799.0,1.0,10,0,2.5639084898763547,1.0
1577756,33,699.0,699.0,3.0,699.0,1.0,349.5,1.0,685.0,1.0,10,0,3.5918007610261715,1.0
1577757,33,1999.0,999.0,2.0,999.0,9.0,999.0,8.0,999.0,5.0,10,0,3.5918007610261715,1.0
1577758,33,999.0,999.0,1.0,909.3,1.0,909.0,1.0,909.0,1.0,10,0,2.5639084898763547,1.0
1577759,33,1199.0,1199.0,1.0,1199.0,1.0,1199.0,1.0,1199.0,1.0,10,0,2.5639084898763547,1.0
1577760,33,599.0,599.0,1.0,599.0,3.0,599.0,3.0,599.0,3.0,10,0,3.5918007610261715,4.0
1577761,33,1799.0,1799.0,1.0,1799.0,1.0,1799.0,1.0,1799.0,1.0,10,0,2.5639084898763547,1.0
1577762,33,932.66,525.82,1.0,499.0,1.0,999.0,1.0,999.0,1.0,10,0,2.5639084898763547,1.0
1577763,33,999.0,999.0,2.0,999.0,1.0,999.0,1.0,499.0,2.0,10,0,3.5918007610261715,3.0
1577764,33,148.0,198.0,1.0,549.0,1.0,549.0,2.0,549.0,2.0,10,0,3.5918007610261715,1.0
1577765,33,199.0,199.0,4.0,199.0,5.0,199.0,1.0,299.0,2.0,10,0,3.5918007610261715,4.0
1577766,33,1499.0,1499.0,1.0,1499.0,2.0,1499.0,1.0,1499.0,1.0,10,0,2.5639084898763547,1.0
1577767,33,999.0,999.0,1.0,1499.0,1.0,1699.0,1.0,1999.0,1.0,10,0,2.5639084898763547,1.0
1577768,33,1199.0,599.5,3.0,1499.0,1.0,1324.99,2.0,0.5,3.0,10,0,2.5639084898763547,1.0
1577769,33,999.0,998.5,1.0,998.5,1.0,998.5,1.0,998.5,1.0,10,0,2.5639084898763547,1.0
1577770,33,2199.0,2199.0,1.0,2199.0,1.0,2199.0,1.0,2199.0,1.0,10,0,2.5639084898763547,1.0
1577771,33,3599.0,3599.0,1.0,3599.0,1.0,3599.0,1.0,3599.0,1.0,10,0,2.5639084898763547,1.0
1577772,33,1499.0,749.0,2.0,749.0,6.0,1499.0,3.0,1299.0,3.0,10,0,2.5639084898763547,1.0
1577773,33,199.0,199.0,2.0,199.0,2.0,199.0,1.0,199.0,1.0,10,0,3.5918007610261715,2.0
1577774,33,1299.0,1299.0,2.0,1299.0,1.0,1299.0,1.0,1299.0,1.0,10,0,2.5639084898763547,2.0
1577775,33,3999.0,3999.0,16.0,3999.0,16.0,3999.0,16.0,3999.0,16.0,10,0,2.5639084898763547,16.0
1577776,33,4499.0,4499.0,12.0,4499.0,12.0,4499.0,12.0,4499.0,12.0,10,0,2.5639084898763547,12.0
1577777,33,999.0,999.0,2.0,999.0,2.0,999.0,2.0,999.0,2.0,10,0,2.271916234841605,2.0
1577778,33,599.0,599.0,1.0,599.0,1.0,599.0,1.0,599.0,1.0,10,0,2.271916234841605,1.0
1577779,33,7990.0,7990.0,1.0,7990.0,1.0,7990.0,1.0,7990.0,1.0,10,0,2.44393361374678,1.0
1577780,33,2099.0,2999.0,3.0,2999.0,1.0,2999.0,2.0,2999.0,2.0,10,0,2.5639084898763547,1.0
1577781,33,698.0,698.0,2.0,299.0,1.0,299.0,2.0,299.0,4.0,10,0,3.5918007610261715,1.0
1577782,33,1799.0,1044.67,1.0,899.5,2.0,899.5,2.0,899.5,2.0,10,0,2.5639084898763547,3.0
1577783,33,1799.0,925.21,4.0,899.5,4.0,899.0,5.0,1799.0,5.0,10,0,2.5639084898763547,1.0
1577784,33,6390.0,5990.0,1.0,5290.0,1.0,5390.0,1.0,5290.0,1.0,10,0,2.44393361374678,3.0
1577785,33,799.0,799.0,1.0,799.0,1.0,799.0,1.0,799.0,1.0,10,0,3.5918007610261715,1.0
1577786,33,1599.0,1599.0,1.0,1599.0,1.0,1599.0,2.0,1599.0,5.0,10,0,2.5639084898763547,1.0
1577787,33,28.0,28.0,3.0,28.0,3.0,28.0,2.0,208.0,1.0,10,0,3.5918007610261715,6.0
1577788,33,1998.0,1998.0,1.0,1998.0,1.0,1998.0,1.0,1998.0,1.0,10,0,2.271916234841605,1.0
1577789,33,2290.0,2190.0,1.0,2290.0,1.0,2289.5,2.0,2190.0,1.0,10,0,2.271916234841605,4.0
1577790,33,999.0,999.0,2.0,999.0,1.0,999.0,2.0,999.0,1.0,10,0,2.271916234841605,3.0
1577791,33,1390.0,1390.0,2.0,1290.0,1.0,1190.0,1.0,1190.0,3.0,10,0,2.271916234841605,1.0
1577792,33,149.0,149.0,1.0,149.0,1.0,149.0,1.0,149.0,1.0,10,0,1.741760537963262,1.0
1577793,33,399.0,399.0,1.0,399.0,1.0,399.0,1.0,399.0,1.0,10,0,1.741760537963262,1.0
1577794,33,199.0,199.0,1.0,199.0,1.0,199.0,1.0,199.0,1.0,10,0,1.741760537963262,1.0
1577795,33,4890.0,4990.0,1.0,4990.0,1.0,4990.0,1.0,4190.0,3.0,10,0,2.271916234841605,1.0
1577796,33,2990.0,2790.0,1.0,2490.0,1.0,2790.0,1.0,2990.0,1.0,10,0,2.271916234841605,1.0
1577797,33,699.0,699.0,1.0,699.0,1.0,699.0,1.0,699.0,1.0,10,0,1.7309314347904952,1.0
1577798,33,1199.0,1139.0,3.0,1139.0,3.0,1139.0,3.0,1139.0,3.0,10,0,1.7309314347904952,1.0
1577799,33,999.0,999.0,2.0,999.0,1.0,999.0,1.0,999.0,1.0,10,0,1.7309314347904952,1.0
1577800,33,69.0,69.0,1.0,149.0,1.0,149.0,1.0,149.0,2.0,10,0,1.741760537963262,1.0
1577801,33,169.0,169.0,1.0,149.0,1.0,149.0,2.0,149.0,1.0,10,0,1.741760537963262,1.0
1577802,33,449.0,449.0,2.0,449.0,2.0,449.0,2.0,449.0,2.0,10,0,1.741760537963262,2.0
1577803,33,799.0,799.0,1.0,799.0,1.0,799.0,1.0,799.0,1.0,10,0,1.741760537963262,1.0
1577804,33,1599.0,1439.0,5.0,1439.0,5.0,1439.0,5.0,1439.0,5.0,10,0,1.741760537963262,1.0
1577805,33,749.0,799.0,6.0,799.0,6.0,799.0,6.0,799.0,6.0,10,0,1.741760537963262,1.0
1577806,33,169.0,149.0,1.0,149.0,1.0,149.0,1.0,149.0,1.0,10,0,1.741760537963262,1.0
